Date,Close,High,Low,Open,Volume,Trading_Range,Daily_Price_Change,Pct_Price_Change,Daily_Return,Year,Month_Num,Month,Quarter,Day_Name,MA_7,MA_30,Volatility_30
2021-08-09,142.6148681640625,143.21035833317768,142.05843483321482,142.72225212556916,48908700,1.1519234999628623,-0.10738396150665608,-0.07523981713249457,-0.034204649907176865,2021,8,August,3,Monday,142.78970554896765,140.86977945963542,1.2206587588433488
2021-08-10,142.13650512695312,144.19631350606738,141.84363848192044,142.9565198163916,69023100,2.352675024146947,-0.8200146894384659,-0.5736112564097562,-0.33542297746899097,2021,8,August,3,Tuesday,142.78387669154577,141.22842610677083,1.2133034021044566
2021-08-11,142.39031982421875,143.22986295766566,142.0681679932176,142.57580253562702,48493500,1.1616949644480599,-0.18548271140826955,-0.13009410300315222,0.17857108350800566,2021,8,August,3,Wednesday,142.86165291922433,141.54517211914063,1.2019128153305723
2021-08-12,145.3482666015625,145.50446416374155,142.37081574173467,142.71249604702388,72282600,3.133648422006871,2.635770554538624,1.8469094350855833,2.0773510313027987,2021,8,August,3,Thursday,143.10577174595423,141.94004669189454,1.2476324923903015
2021-08-13,145.5532684326172,145.88517705910473,144.7430103885552,145.42635605950554,59375000,1.1421666705495284,0.12691237311165082,0.0872691694617727,0.14104181346492606,2021,8,August,3,Friday,143.43626839773995,142.33168182373046,1.2478828189508353
2021-08-16,147.5252227783203,147.59356480078714,142.9858407795006,145.00659283395282,103296000,4.607724021286543,2.5186299443674898,1.736907195144965,1.354799082794922,2021,8,August,3,Monday,144.03315952845983,142.70164744059244,1.2246219894946937
2021-08-17,146.61732482910156,148.07187159409528,145.5434853619502,146.65636676617194,92229700,2.5283862321450954,-0.03904193707037962,-0.02662137207628214,-0.6154187955933477,2021,8,August,3,Tuesday,144.59796796526228,142.97441660563152,1.213124095639348
2021-08-18,142.87841796875,147.13470375005627,142.6734068529053,146.2365903149313,86326000,4.461296897150987,-3.3581723461813056,-2.296396776585965,-2.5501125905207034,2021,8,August,3,Wednesday,144.63561793736048,143.03970031738282,1.2738094209475816
2021-08-19,143.2103729248047,144.47945217305653,141.06270837166667,141.5800998127829,86960300,3.416743801389856,1.630273112021797,1.1514846466258841,0.2323338687353793,2021,8,August,3,Thursday,144.78902762276786,143.15926361083984,1.2607380340899608
2021-08-20,144.6649169921875,144.96754045087513,143.28845394220284,143.93275769698107,60549600,1.6790865086722988,0.7321592952064293,0.5086814891352465,1.0156694921439335,2021,8,August,3,Friday,145.11397007533483,143.2665522257487,1.25220208539262
2021-08-23,146.14877319335938,146.61735100093347,144.37205937525184,144.78206681885666,60131800,2.245291625681631,1.3667063745027122,0.9439749027845138,1.0257194570899353,2021,8,August,3,Monday,145.22832815987724,143.44312286376953,1.259981467389497
2021-08-24,146.0608673095703,147.27137582254224,145.6020463753851,145.8949130199866,48606400,1.6693294471571392,0.16595428958370917,0.11374919532730697,-0.060148218741984394,2021,8,August,3,Tuesday,145.30084228515625,143.57972157796223,1.254211303101486
2021-08-25,144.83084106445312,146.7442235104866,144.28416462153382,146.24634576040117,58991300,2.460058888952773,-1.4155046959480444,-0.967890642729015,-0.842132644954241,2021,8,August,3,Wednesday,144.91593061174666,143.5612757364909,1.1866152265055983
2021-08-26,144.03036499023438,145.57278230599707,144.00107981111,144.82110951404735,48597200,1.571702494887063,-0.7907445238129753,-0.5460146842310132,-0.5526972489668269,2021,8,August,3,Thursday,144.5463649204799,143.5379160563151,1.188098084390486
2021-08-27,145.06515502929688,145.21158091727293,143.33725507209095,143.97178711441077,55802400,1.8743258451819713,1.0933679148861017,0.7594320642955065,0.7184526951192982,2021,8,August,3,Friday,144.85875592912947,143.61695658365886,1.1650021965124306
2021-08-30,149.4776153564453,149.83882401907485,145.07490345956626,145.45562564226032,90956700,4.763920559508591,4.021989714184997,2.7650973940855663,3.0417093107282023,2021,8,August,3,Monday,145.7540762765067,143.97109629313152,1.1680629951724883
2021-08-31,148.21832275390625,149.16524992421503,147.6911597437249,149.0285807911714,86453100,1.4740901804901227,-0.8102580372651573,-0.5436930506642507,-0.8424623309223556,2021,8,August,3,Tuesday,146.26170567103796,144.1630416870117,1.0966054485978651
2021-09-01,148.88218688964844,151.29343334302038,148.7162325255318,149.19458208974305,80313700,2.577200817488574,-0.3123952000946133,-0.20938776443416846,0.4478961328178155,2021,9,September,3,Wednesday,146.6521933419364,144.40148417154947,1.090951211603828
2021-09-02,149.99502563476562,151.0395800272227,148.77476016459727,150.20979354918074,71115500,2.264819862625444,-0.21476791441511978,-0.14297863630629506,0.7474626537706808,2021,9,September,3,Thursday,147.21421595982142,144.63153279622395,1.0862518383849997
2021-09-03,150.6295166015625,150.95166835338537,149.4482935115453,150.10235377282936,57808700,1.5033748418400705,0.5271628287331396,0.35120223999349665,0.42300800584003095,2021,9,September,3,Friday,148.0425981794085,144.82554423014324,1.0698442690627277
2021-09-07,152.9626922607422,153.5191254698615,150.71740121777114,151.2836060822293,82278300,2.8017242520903665,1.6790861785128754,1.109893016167408,1.5489498418502334,2021,9,September,3,Tuesday,149.31864493233817,145.08335673014324,1.1003138316669132
2021-09-08,151.42030334472656,153.3043860941943,150.31717858511598,153.24581573453693,74420200,2.987207509078331,-1.8255123898103705,-1.1912314741256296,-1.0083432065816744,2021,9,September,3,Wednesday,150.22652326311385,145.36188812255858,1.0784159262200168
2021-09-09,150.40504455566406,152.39651120399355,150.28788894400816,151.79126431107525,57305700,2.1086222599853954,-1.3862197554111901,-0.9132407992665006,-0.6704905264594108,2021,9,September,3,Thursday,150.3590131487165,145.66473897298178,1.0580450256552307
2021-09-10,145.42636108398438,151.7814983871202,145.1627795675759,151.31292061025323,140893200,6.618718819544284,-5.886559526268854,-3.8903217930947602,-3.310183834849434,2021,9,September,3,Friday,149.96016148158483,145.78018747965496,1.2366264652557826
2021-09-13,145.9925079345703,147.81801961235422,145.2115353535065,147.0468186846345,102404300,2.606484258847729,-1.0543107500641895,-0.7169898400354571,0.38930139375417117,2021,9,September,3,Monday,149.54735020228796,145.90736083984376,1.237811255598575
2021-09-14,144.5966033935547,147.47644243735672,143.41539450679298,146.7735681841506,109296300,4.0610479305637455,-2.1769647905959175,-1.4832130999667268,-0.95614806592762,2021,9,September,3,Tuesday,148.7761470249721,145.99905141194662,1.251399405060043
2021-09-15,145.48495483398438,145.88520555365383,142.88822588135704,145.02613374476746,83281300,2.9969796722967885,0.45882108921691156,0.31637131692719195,0.6143653582316944,2021,9,September,3,Wednesday,148.0412096296038,146.060568745931,1.2355607970742721
2021-09-16,145.2506561279297,145.4263821295721,143.71801019803328,144.9089906791146,68034100,1.7083719315388066,0.34166544881509253,0.23577933102278933,-0.16104669126923987,2021,9,September,3,Thursday,146.93949018205916,146.12759755452473,1.2346724245537222
2021-09-17,142.58555603027344,145.27991132028194,142.29268938190515,145.27991132028194,129868800,2.9872219383767913,-2.6943552900085024,-1.8545959076672114,-1.834828267700872,2021,9,September,3,Friday,145.67738342285156,146.1022165934245,1.2818793845694503
2021-09-20,139.53977966308594,141.39457695669392,137.90950701335717,140.37932278347847,123478900,3.485069943336754,-0.8395431203925341,-0.5980532629349182,-2.136104421783669,2021,9,September,3,Monday,144.12520272391183,145.99808705647786,1.337324374742179
2021-09-21,140.0181121826172,141.1602935933769,139.38358019514303,140.50621829477157,75834000,1.7767133982338805,-0.4881061121543837,-0.3473911105701909,0.34279294455399345,2021,9,September,3,Tuesday,143.35259573800224,145.91152852376302,1.3393944259554684
2021-09-22,142.38058471679688,142.94677480134484,140.28171911608493,141.01387841720836,76404300,2.665055685259915,1.3667062995885146,0.9691998510564555,1.6872620958483298,2021,9,September,3,Wednesday,142.83660670689173,145.91966451009114,1.375096829655972
2021-09-23,143.33724975585938,143.5813028239796,142.17555476827644,143.1615238009879,64838200,1.4057480557031568,0.17572595487146714,0.1227466362510557,0.6719069464178329,2021,9,September,3,Thursday,142.65669904436385,145.95122884114582,1.3800627025573105
2021-09-24,143.4250946044922,143.96201429353556,142.09744541695585,142.19507259526048,53477900,1.8645688765797104,1.2300220092317034,0.8650243547698722,0.06128542914172197,2021,9,September,3,Friday,142.36243329729353,145.88712310791016,1.3249831591189045
2021-09-27,141.91197204589844,142.48794860245857,140.39885495340664,142.00959923062172,74150700,2.0890936490519323,-0.09762718472327947,-0.06874689123284843,-1.0549915011500044,2021,9,September,3,Monday,141.88547842843192,145.7657465616862,1.337411983973657
2021-09-28,138.5343017578125,141.30674132874793,138.31953384357482,139.8424227657557,108972300,2.9872074851731156,-1.308121007943214,-0.9354250177246954,-2.3801165182832484,2021,9,September,3,Tuesday,141.30672781808036,145.46604919433594,1.3730180424458702
2021-09-29,139.4324188232422,141.013878143942,138.65144592439347,139.08098176355122,74602000,2.3624322195485377,0.3514370596909657,0.252685201984292,0.648299413238318,2021,9,September,3,Wednesday,141.29139055524553,145.22655232747397,1.3792124572924649
2021-09-30,138.13404846191406,140.9455448156453,137.9192805517919,140.2426707272125,89056700,3.026264263853392,-2.108622265298436,-1.5035525595486836,-0.9311825558832698,2021,9,September,3,Thursday,141.0222385951451,145.0684066772461,1.3124495812252504
2021-10-01,139.2566680908203,139.5202495626883,135.80088336468526,138.52450892126643,94639600,3.71936619800303,0.7321591695538814,0.5285412489496863,0.8127030528724211,2021,10,October,4,Friday,140.57596479143416,144.93661651611328,1.3218242644810207
2021-10-04,135.8301544189453,138.82713279141288,134.980854637217,138.38782541869764,98322000,3.846278154195886,-2.5576709997523324,-1.848190758120522,-2.4605742179902634,2021,10,October,4,Monday,139.50352260044642,144.64212443033855,1.3733899908578087
2021-10-05,137.7533416748047,138.85646652806082,136.04496985928344,136.17188224652747,80861100,2.81149666877738,1.5814594282772134,1.161370028956578,1.415876514376646,2021,10,October,4,Tuesday,138.69327218191964,144.36227671305338,1.3871817810548557
2021-10-06,138.62216186523438,138.76858776803195,135.07850605934124,136.15234566592073,83221100,3.6900817086907125,2.469816199313641,1.8140092902797795,0.63070716097815,2021,10,October,4,Wednesday,138.22329929896765,144.11431986490885,1.3950837217721106
2021-10-07,139.88145446777344,140.7893396562003,139.32502120039112,139.65692980871162,61732700,1.4643184558091775,0.22452465906181374,0.16076872044183244,0.908435264314611,2021,10,October,4,Thursday,138.4157496861049,143.9493403116862,1.4023607944311351
2021-10-08,139.50074768066406,140.75029837603776,139.16883903566588,140.60387247260306,58773200,1.5814593403718789,-1.1031247919389955,-0.7845621692631131,-0.2721638751597921,2021,10,October,4,Friday,138.4255109514509,143.79835306803386,1.4002151383743244
2021-10-11,139.4128875732422,141.36531233280488,138.43667519346084,138.88573944232053,64452200,2.9286371393440334,0.5271481309216597,0.3795552610644991,-0.06298181829318406,2021,10,October,4,Monday,138.6082022530692,143.60994415283204,1.3917664624016615
2021-10-12,138.14378356933594,139.84239816609858,137.68496264197734,139.82286975119803,73035900,2.15743552412124,-1.6790861818620897,-1.2008666285063878,-0.9103204345003668,2021,10,October,4,Tuesday,138.44921875,143.23214975992838,1.2629653627224258
2021-10-13,137.55807495117188,138.0364094315763,135.88874541033104,137.88022678873125,78762700,2.147664021245248,-0.3221518375593746,-0.23364614713971707,-0.42398478095113656,2021,10,October,4,Wednesday,138.69606454031808,142.8768081665039,1.2585533318802944
2021-10-14,140.3402862548828,140.45744186952987,138.1438084019397,138.72954178771872,69907100,2.313633467590165,1.6107444671640962,1.1610681087874033,2.022572142492196,2021,10,October,4,Thursday,139.0656280517578,142.59207814534506,1.3196205398219158
2021-10-15,141.39462280273438,141.4531931726663,140.09625831789816,140.3500831153651,67940300,1.3569348547681273,1.04453968736928,0.7442387380067943,0.7512714816162669,2021,10,October,4,Friday,139.4616938999721,142.305398050944,1.3197138525671372
2021-10-18,143.06393432617188,143.347029376178,139.75457479053856,140.03766984054468,85589200,3.5924545856394445,3.0262644856271947,2.1610360191461924,1.1806046724750052,2021,10,October,4,Monday,139.9163338797433,142.05321197509767,1.3389206887517122
2021-10-19,145.2213592529297,145.62160993395176,143.06393807186709,143.51298745891924,76378900,2.557671862084675,1.7083717940104464,1.1903952556903394,1.5080145369405829,2021,10,October,4,Tuesday,140.73356410435267,141.7951675415039,1.3371356289721068
2021-10-20,145.70945739746094,146.18780683574556,144.59657585778285,145.16278083703227,58418800,1.5912309779627094,0.546676560428665,0.37659554141663504,0.3361063049142299,2021,10,October,4,Wednesday,141.63307407924108,141.60480600992838,1.330383416668137
2021-10-21,145.92422485351562,146.0804224119474,144.35252229936606,145.27016433537898,61421000,1.7279001125813522,0.6540605181366459,0.4502373361584726,0.14739431461119334,2021,10,October,4,Thursday,142.74456569126673,141.4554453531901,1.3270780652670273
2021-10-22,145.15306091308594,146.60760822426354,145.10424730155546,146.12927356040422,58883400,1.503360922708083,-0.9762126473182775,-0.6680472868529993,-0.5284687591822435,2021,10,October,4,Friday,143.8295636858259,141.4463353474935,1.1839425410559552
2021-10-25,145.10423278808594,145.81686377851983,144.1084918165859,145.1432747359116,50720600,1.7083719619339206,-0.03904194782566606,-0.026898902409844987,-0.033639059826118256,2021,10,October,4,Monday,144.5101274762835,141.416726175944,1.1816695150138534
2021-10-26,145.76803588867188,147.2518679421637,145.46539754636262,145.77779264971988,60893400,1.786470395801075,-0.009756761048009821,-0.006692899426357564,0.4574663935237311,2021,10,October,4,Tuesday,145.13490077427454,141.45577392578124,1.1709227174328125
2021-10-27,145.30921936035156,146.16827612937263,144.9577823061733,145.80708231384622,56094900,1.2104938231993287,-0.4978629534946606,-0.3414532035028467,-0.3147579821070834,2021,10,October,4,Wednesday,145.45565577915735,141.44991607666014,1.1673126604984154
2021-10-28,148.9407501220703,149.5264686918417,146.1585385042387,146.25616571377768,100077900,3.367930187603008,2.6845844082926362,1.8355358867716727,2.49917436602074,2021,10,October,4,Thursday,145.98699733189173,141.5729192097982,1.2523941119288988
2021-10-29,146.23663330078125,146.37330245291255,142.92727357091124,143.718003300801,124953200,3.4460288820013147,2.5186299999802486,1.7524805119291629,-1.8155654641680008,2021,10,October,4,Friday,146.06230817522322,141.69462178548176,1.2513770946357432
2021-11-01,145.41664123535156,146.13902905476453,144.28423099930296,145.44592642285087,74588300,1.854798055461572,-0.02928518749931186,-0.02013475950792314,-0.5607295839087811,2021,11,November,4,Monday,145.9897962297712,141.89051717122396,1.1860044032418688
2021-11-02,146.4513397216797,147.96447141770574,145.11391904923408,145.12369070330908,69122000,2.8505523684716536,1.3276490183706073,0.9148396184912727,0.7115406307958372,2021,11,November,4,Tuesday,146.1752646309989,142.1049580891927,1.190035255684644
2021-11-03,147.88638305664062,148.35496071493105,146.256110563663,146.81254373991754,54511500,2.098850151268067,1.073839316723081,0.7314356725712872,0.9798772327300975,2021,11,November,4,Wednesday,146.57271466936385,142.28848470052083,1.1654163209262662
2021-11-04,147.36904907226562,148.8040677773685,147.056653914814,147.97429607005193,60394600,1.747413862554481,-0.6052469977863097,-0.40902171110838204,-0.3498185388555064,2021,11,November,4,Thursday,146.80143083844865,142.4228780110677,1.164056707188049
2021-11-05,147.89694213867188,148.79636649786093,146.70422366033108,148.49330137784227,65463900,2.092142837529849,-0.5963592391703969,-0.4016068291545061,0.3582116256632517,2021,11,November,4,Friday,147.17110552106584,142.57193959554036,1.1649863354007213
2021-11-08,147.07571411132812,148.18044870579655,146.80197694204415,148.02402320404659,55020900,1.378471763752401,-0.9483090927184605,-0.6406453980859886,-0.5552704575688572,2021,11,November,4,Monday,146.90467180524553,142.7440643310547,1.1512615467818892
2021-11-09,147.43739318847656,148.04352318879165,146.70416563936536,146.841034185164,56787900,1.3393575494262961,0.596359003312557,0.4061255810556051,0.2459135278273461,2021,11,November,4,Tuesday,147.07620893205916,143.04083404541015,1.049508331076688
2021-11-10,144.612060546875,146.7726448402154,144.54363371528353,146.66510417552323,65187100,2.2290111249318727,-2.0530436286482256,-1.399817386821081,-1.9162931333096767,2021,11,November,4,Wednesday,146.96126883370536,143.21348876953124,1.115232087824806
2021-11-11,144.56317138671875,146.0882826457482,144.37741797894228,145.6288070022433,41000000,1.710864666805918,-1.065635615524542,-0.7317478165622319,-0.033807111226658026,2021,11,November,4,Thursday,146.69153050013952,143.42779286702475,1.0977500176676325
2021-11-12,146.63583374023438,147.03665372251942,144.18195440695223,145.11070692014897,63804000,2.8546993155671885,1.5251268200854042,1.051009158769136,1.4337416187218732,2021,11,November,4,Friday,146.51288059779577,143.67376505533855,1.1162304176195528
2021-11-15,146.64559936523438,148.4835623175651,146.08833892721682,147.00732040338218,59222800,2.3952233903482636,-0.361721038147806,-0.24605648015027956,0.006659780730888798,2021,11,November,4,Monday,146.40953063964844,144.0342798868815,0.9999329632960107
2021-11-16,147.62319946289062,148.102247003654,146.00031832566742,146.58690654221206,59256200,2.101928677986592,1.0362929206785623,0.7069478066788626,0.6666412779434694,2021,11,November,4,Tuesday,146.37042454310827,144.36327514648437,0.9792237312112714
2021-11-17,150.05752563476562,151.53375230300938,147.61343285568483,147.6232038564801,88807000,3.9203194473245446,2.434321778285522,1.649010260373552,1.649013285670553,2021,11,November,4,Wednesday,146.79639761788505,144.74445393880208,1.0105419610472086
2021-11-18,154.33956909179688,155.12168178008048,149.627365877677,150.2726099643279,137827700,5.4943159024034856,4.0669591274689765,2.7063874969859123,2.8536012698580526,2021,11,November,4,Thursday,147.7824227469308,145.2263910929362,1.1104192500477794
2021-11-19,156.95962524414062,157.41911583313842,153.02952027938457,154.12446895909494,117305600,4.38959555375385,2.8351562850456844,1.8395237980013042,1.6975919835472641,2021,11,November,4,Friday,149.5463605608259,145.80835367838543,1.131358657919799
2021-11-22,157.4191436767578,161.99447854129045,157.3995867561447,158.06437288139423,117467900,4.594891785145734,-0.6452292046364221,-0.40820660144622134,0.29276218766605133,2021,11,November,4,Monday,151.38292803083147,146.40856221516927,1.1281986711358793
2021-11-23,157.80038452148438,158.18166233731603,155.50293170970644,157.5168614506406,96041900,2.678730627609582,0.2835230708437848,0.17999537842025215,0.24218200901244824,2021,11,November,4,Tuesday,152.97786385672433,147.06378224690755,1.1009167327738074
2021-11-24,158.31857299804688,158.5140974575523,156.07000441983408,157.1551823252834,69463600,2.4440930377182326,1.1633906727634837,0.7402814565513157,0.32838226480491617,2021,11,November,4,Wednesday,154.6454315185547,147.75579884847005,1.088817506442745
2021-11-26,153.3032684326172,156.8618668141861,152.8633347292546,156.00155632601601,76959800,3.9985320849314974,-2.6982878933988275,-1.7296544707284054,-3.1678560957541957,2021,11,November,4,Friday,155.45686994280135,148.18789825439453,1.2368086772613462
2021-11-29,156.65655517578125,157.58530732404222,155.23896961955737,155.8060008585356,88748200,2.346337704484853,0.8505543172456385,0.5459060065458589,2.1873550234435823,2021,11,November,4,Monday,156.39958844866072,148.6966293334961,1.2817579187510337
2021-11-30,161.60340881347656,161.8184901598309,156.34371666317804,156.41215841772612,174048100,5.474773496652858,5.191250395750444,3.318955794910968,3.157769958712886,2021,11,November,4,Tuesday,157.4372798374721,149.31461181640626,1.3734773998222671
2021-12-01,161.0852813720703,166.49161375206606,160.8506430799377,163.73466976035556,152052500,5.640970672128361,-2.649388388285246,-1.618098593390715,-0.3206166535783095,2021,12,December,4,Wednesday,158.0266592843192,149.8434092203776,1.3638914843180834
2021-12-02,160.0978240966797,160.52798674829987,154.27111613625055,155.19009727061072,136739200,6.256870612049312,4.907726826068966,3.16239690056459,-0.613002793911277,2021,12,December,4,Thursday,158.4093279157366,150.3230214436849,1.37530853741548
2021-12-03,158.2207489013672,161.27098610748033,156.14816349171144,160.3520050545032,118023100,5.122822615768882,-2.1312561531360075,-1.3291110095016272,-1.1724551572786956,2021,12,December,4,Friday,158.46937997000558,150.73290557861327,1.4019884321827993
2021-12-06,161.62298583984375,164.12573463510114,160.60623481829575,160.61600581977925,107497000,3.519499816805393,1.0069800200645034,0.6269487370980917,2.150310222964169,2021,12,December,4,Monday,158.94143894740515,151.2819030761719,1.4337001766549125
2021-12-07,167.3518829345703,167.74294665807957,164.57539762665544,165.29885432698077,120405400,3.16754903142413,2.053028607589539,1.2420101857018346,3.5446054068098087,2021,12,December,4,Tuesday,160.94838387625558,152.02349141438802,1.5436888953161396
2021-12-08,171.1646728515625,172.02499811029608,166.88261839066362,168.2806469361057,116998900,5.1423797196324585,2.884025915456789,1.7138191277288242,2.2783071514545616,2021,12,December,4,Wednesday,163.0209721156529,152.87004597981772,1.5778610563944349
2021-12-09,170.65634155273438,172.7973693361273,170.03065436230736,170.9985205283445,108923700,2.766714973819944,-0.3421789756101248,-0.20010639539621375,-0.2969837702835765,2021,12,December,4,Thursday,164.31424822126115,153.71495005289714,1.5775289251703664
2021-12-10,175.43698120117188,175.61296364291238,170.78343380069845,171.29180928871014,115402700,4.82952984221393,4.145171912461734,2.4199475326196715,2.801325520599085,2021,12,December,4,Friday,166.36449105398995,154.59815775553386,1.5913109792170437
2021-12-13,171.80995178222656,178.05705234389498,171.60464142456377,177.06962931153166,153237000,6.452410919331214,-5.259677529305094,-2.9704007117173976,-2.0674258039051874,2021,12,December,4,Monday,168.03765215192522,155.45060170491536,1.6048795220820118
2021-12-14,170.43148803710938,173.76523433574428,168.3589020297747,171.33091243496327,139380400,5.406332305969585,-0.8994243978538918,-0.5249632918375491,-0.8023189173956724,2021,12,December,4,Tuesday,169.78204345703125,156.28442993164063,1.6112440977227158
2021-12-15,175.2903594970703,175.48588396086842,168.4566698432585,171.19405708911282,131063300,7.029214117609911,4.096302407957495,2.392783065959596,2.850923568127839,2021,12,December,4,Wednesday,171.7345254080636,157.2457305908203,1.665394917678782
2021-12-16,168.40773010253906,177.08915070687198,166.93150372687032,175.27074544292535,150185800,10.157646980001658,-6.8630153403862835,-3.9156650603857535,-3.926416383809339,2021,12,December,4,Thursday,171.88536071777344,157.92977549235027,1.8580193524470294
2021-12-17,167.3128204345703,169.59071677301714,165.89524955752734,166.12987292514003,195432700,3.695467215489799,1.182947509430278,0.7120618878480255,-0.6501540441772424,2021,12,December,4,Friday,171.33509608677454,158.59456787109374,1.8632833940750282
2021-12-20,165.95387268066406,166.76531314131543,163.7150906232475,164.51674516713837,107499100,3.050222518067926,1.4371275135256951,0.8735448249147323,-0.8122197392743669,2021,12,December,4,Monday,170.66331481933594,159.19646555582682,1.877272393329271
2021-12-21,169.12144470214844,169.3267401361631,165.3379790393109,167.72341591348743,91185900,3.988761096852187,1.3980287886610085,0.8335322656331533,1.908706299116969,2021,12,December,4,Tuesday,169.76109531947546,159.9313232421875,1.8878293718425228
2021-12-22,171.7122039794922,171.92728536537462,168.30024464668514,169.1703411922784,92135300,3.6270407186894715,2.5418627872137733,1.5025463502049103,1.5318928252455066,2021,12,December,4,Wednesday,169.74713134765625,160.74048360188803,1.8968184246002513
2021-12-23,172.33787536621094,172.8951357013555,171.35046721642092,171.9174985527305,68356600,1.54466848493459,0.42037681348043066,0.24452241163309663,0.3643721134657829,2021,12,December,4,Thursday,170.01947239467077,161.66467742919923,1.8403921236631142
2021-12-27,176.2972869873047,176.38527073958,173.11019564746687,173.12973764737882,74919600,3.275075092113127,3.16754933992587,1.8295813203260098,2.297470368994725,2021,12,December,4,Monday,170.16331917898995,162.72248128255208,1.8616816837201156
2021-12-28,175.2805633544922,177.27495155456995,174.5375644683696,176.13111784462515,79144300,2.737387086200357,-0.8505544901329642,-0.4829098347534958,-0.5767097441980007,2021,12,December,4,Tuesday,171.14515250069755,163.67730560302735,1.8697986524815693
2021-12-29,175.36854553222656,176.59059189162147,174.15627017338588,175.31966069433915,62348900,2.4343217182355943,0.04888483788741382,0.027883260607401032,0.05019505645724731,2021,12,December,4,Wednesday,172.2959703717913,164.63473714192708,1.869328304483156
2021-12-30,174.2149200439453,176.53193000592643,174.10737937130014,175.45652327947462,59773000,2.4245506346262857,-1.2416032355293112,-0.7076415355339241,-0.6578291932456404,2021,12,December,4,Thursday,173.4761199951172,165.52112782796223,1.8836498990088193
2021-12-31,173.59902954101562,175.2218958133562,173.29594950484335,174.1073900997929,64062300,1.925946308512863,-0.5083605587772695,-0.2919810345131778,-0.353523396718447,2021,12,December,4,Friday,174.11577497209822,166.30584462483725,1.8795997949718677
2022-01-03,177.93971252441406,178.79026689432098,173.73588518068755,173.85319685203027,104487900,5.054381713633433,4.086515672383797,2.350555380274029,2.500407401397875,2022,1,January,1,Monday,175.0054190499442,167.09251607259114,1.8654280285736526
2022-01-04,175.68141174316406,178.84896181974315,175.11438034514651,178.5458966574974,99310400,3.734581474596638,-2.8644849143333317,-1.6043409386373306,-1.2691381531484414,2022,1,January,1,Tuesday,175.48306710379464,167.7165756225586,1.8779206834455657
2022-01-05,171.00827026367188,176.14086475419518,170.73453308424857,175.59339039534856,94537600,5.40633166994661,-4.585120131676689,-2.6112145345296254,-2.6600090659130493,2022,1,January,1,Wednesday,174.7274932861328,168.16954650878907,1.95900410889867
